Tidal Current Constituents,,,,,,
Columns,,,,,,
Constituent,Longitude,Latitude,U Amplitude (m),U Phase (deg GMT),V Amplitude (m),V Phase (deg GMT)
M2:,-124.859,48.5897,0.244575,283.092877,0.108025,123.171188
S2:,-124.859,48.5897,0.063423,312.634942,0.025055,152.493083
O1:,-124.863,48.5937,0.093164,133.286571,0.064377,334.107311
P1:,-124.863,48.5937,0.060226,154.84767,0.038894,2.390782
Q1:,-124.863,48.5937,0.016023,127.95265,0.010628,327.307981
K1:,-124.863,48.5937,0.194991,158.483574,0.123507,6.285765
K2:,-124.863,48.5937,0.016232,307.303215,0.003327,46.769796
N2:,-124.863,48.5937,0.051616,253.546951,0.023656,94.403506
M2:,-124.863,48.5937,0.24532,283.435955,0.109691,124.950735
S2:,-124.863,48.5937,0.063153,312.796877,0.025591,153.713148
O1:,-124.866,48.5976,0.095056,133.157391,0.065301,335.907861
P1:,-124.866,48.5976,0.060924,154.717365,0.039807,3.69945
Q1:,-124.866,48.5976,0.016336,127.548006,0.010801,329.24394
K1:,-124.866,48.5976,0.197156,158.343946,0.12642,7.603312
K2:,-124.866,48.5976,0.015504,304.881401,0.003553,57.67115
N2:,-124.866,48.5976,0.051848,253.761583,0.024073,95.961438
M2:,-124.866,48.5976,0.245874,283.709729,0.111543,126.313729
S2:,-124.866,48.5976,0.062891,312.901717,0.026181,154.577568
O1:,-124.869,48.6016,0.096974,133.037711,0.066287,337.682496
P1:,-124.869,48.6016,0.061631,154.592337,0.040749,4.961933
Q1:,-124.869,48.6016,0.016653,127.158724,0.010987,331.145817
K1:,-124.869,48.6016,0.199347,158.20907,0.129427,8.874227
K2:,-124.869,48.6016,0.014797,302.158502,0.003899,67.26877
N2:,-124.869,48.6016,0.052083,253.975786,0.02452,97.476775
M2:,-124.869,48.6016,0.246433,283.984244,0.113515,127.637786
S2:,-124.869,48.6016,0.062622,313.005489,0.026796,155.401269
O1:,-124.873,48.6056,0.099194,132.826705,0.067673,339.626521
P1:,-124.873,48.6056,0.062469,154.399218,0.041919,6.390113
Q1:,-124.873,48.6056,0.017021,126.658461,0.011241,333.20498
K1:,-124.873,48.6056,0.201932,158.010869,0.133121,10.310488
K2:,-124.873,48.6056,0.014041,299.105394,0.004344,74.233421
N2:,-124.873,48.6056,0.05237,254.238834,0.024972,99.273556
M2:,-124.873,48.6056,0.247201,284.321999,0.115435,129.261216
S2:,-124.873,48.6056,0.062354,313.171101,0.027358,156.484634
O1:,-124.876,48.6096,0.100331,133.432505,0.066754,340.920604
P1:,-124.876,48.6096,0.062755,155.129018,0.041527,7.374985
Q1:,-124.876,48.6096,0.017227,127.094945,0.011099,334.78163
K1:,-124.876,48.6096,0.202735,158.700565,0.132012,11.285451
K2:,-124.876,48.6096,0.013227,296.269284,0.004773,79.71611
N2:,-124.876,48.6096,0.051838,254.257643,0.025137,99.145651
M2:,-124.876,48.6096,0.244414,284.399981,0.116219,129.036349
S2:,-124.876,48.6096,0.061349,313.159875,0.027705,156.01853
O1:,-124.879,48.6135,0.101076,134.380155,0.064847,342.053226
P1:,-124.879,48.6135,0.062844,156.278639,0.040452,8.300891
Q1:,-124.879,48.6135,0.017375,127.918604,0.010789,336.298608
K1:,-124.879,48.6135,0.20288,159.796875,0.128787,12.189484
K2:,-124.879,48.6135,0.012362,293.386466,0.00519,83.677704
N2:,-124.879,48.6135,0.05092,254.176751,0.025138,98.234519
M2:,-124.879,48.6135,0.239949,284.378298,0.116319,128.07358
S2:,-124.879,48.6135,0.059982,313.089638,0.0279,154.956109
O1:,-124.883,48.6175,0.102083,135.54328,0.062711,343.648621
P1:,-124.883,48.6175,0.063067,157.695623,0.039247,9.682072
Q1:,-124.883,48.6175,0.01757,128.940947,0.010446,338.383227
K1:,-124.883,48.6175,0.203427,161.157842,0.125157,13.547965
K2:,-124.883,48.6175,0.01147,289.494971,0.005685,87.343834
N2:,-124.883,48.6175,0.049938,254.124282,0.025077,97.383697
M2:,-124.883,48.6175,0.235135,284.39123,0.116118,127.155103
S2:,-124.883,48.6175,0.058496,313.021646,0.028046,153.9177
O1:,-124.886,48.6215,0.102891,136.465075,0.060839,344.942446
P1:,-124.886,48.6215,0.063207,158.843539,0.038182,10.721741
Q1:,-124.886,48.6215,0.017727,129.737066,0.01015,340.110475
K1:,-124.886,48.6215,0.203719,162.255446,0.121966,14.555064
K2:,-124.886,48.6215,0.010677,285.566841,0.006148,90.211542
N2:,-124.886,48.6215,0.049,254.032648,0.025096,96.440942
M2:,-124.886,48.6215,0.230575,284.364848,0.116315,126.163951
S2:,-124.886,48.6215,0.057102,312.941943,0.02827,152.854598
O1:,-124.889,48.6255,0.103725,137.372282,0.059,346.317673
P1:,-124.889,48.6255,0.063372,159.985923,0.037131,11.820675
Q1:,-124.889,48.6255,0.017887,130.519091,0.009864,341.939604
K1:,-124.889,48.6255,0.204085,163.349511,0.118815,15.61593
K2:,-124.889,48.6255,0.009943,281.034239,0.006625,92.671917
N2:,-124.889,48.6255,0.048062,253.937436,0.025122,95.499872
M2:,-124.889,48.6255,0.226016,284.337403,0.116547,125.17645
S2:,-124.889,48.6255,0.055707,312.858249,0.028505,151.808615
O1:,-124.893,48.6294,0.104792,138.495211,0.056964,348.153459
P1:,-124.893,48.6294,0.06369,161.401375,0.035963,13.400942
Q1:,-124.893,48.6294,0.018086,131.49787,0.009555,344.331968
K1:,-124.893,48.6294,0.204902,164.720585,0.115273,17.151645
K2:,-124.893,48.6294,0.009281,275.343954,0.007124,94.781111
N2:,-124.893,48.6294,0.047101,253.943629,0.025,94.724484
M2:,-124.893,48.6294,0.221284,284.410981,0.116062,124.328733
S2:,-124.893,48.6294,0.054251,312.833471,0.028578,150.87724
O1:,-124.896,48.6334,0.103891,139.519257,0.054464,347.547705
P1:,-124.896,48.6334,0.063082,162.588143,0.034503,12.677991
Q1:,-124.896,48.6334,0.017906,132.514856,0.009142,343.966891
K1:,-124.896,48.6334,0.202747,165.917797,0.110602,16.39664
K2:,-124.896,48.6334,0.009014,274.348329,0.007012,97.008639
N2:,-124.896,48.6334,0.046322,254.834242,0.024123,94.629008
M2:,-124.896,48.6334,0.217413,285.291959,0.112129,124.107179
S2:,-124.896,48.6334,0.053172,313.63414,0.027757,150.634255
O1:,-124.899,48.6374,0.102296,140.505592,0.051994,346.083271
P1:,-124.899,48.6374,0.062104,163.640415,0.033068,11.066764
Q1:,-124.899,48.6374,0.017594,133.599962,0.008719,342.611374
K1:,-124.899,48.6374,0.19948,166.994905,0.105983,14.779962
K2:,-124.899,48.6374,0.008893,275.032197,0.006769,100.186843
N2:,-124.899,48.6374,0.04564,255.947364,0.023147,94.715089
M2:,-124.899,48.6374,0.214024,286.377094,0.107787,124.061456
S2:,-124.899,48.6374,0.052268,314.655524,0.026836,150.596885
O1:,-124.903,48.6413,0.10076,141.702509,0.049409,344.705063
P1:,-124.903,48.6413,0.061163,164.9075,0.031578,9.543737
Q1:,-124.903,48.6413,0.017291,134.930006,0.008275,341.389282
K1:,-124.903,48.6413,0.196348,168.291751,0.101183,13.265621
K2:,-124.903,48.6413,0.008819,275.630747,0.006557,104.010686
N2:,-124.903,48.6413,0.044985,257.192139,0.022073,94.991274
M2:,-124.903,48.6413,0.210719,287.591611,0.10298,124.173928
S2:,-124.903,48.6413,0.051377,315.779189,0.025821,150.689775
O1:,-124.906,48.6453,0.099235,142.753958,0.047013,342.937071
P1:,-124.906,48.6453,0.060234,166.029626,0.030199,7.631657
Q1:,-124.906,48.6453,0.016993,136.097297,0.007863,339.748106
K1:,-124.906,48.6453,0.193242,169.443246,0.096747,11.346342
K2:,-124.906,48.6453,0.0087,276.34753,0.006365,107.64385
N2:,-124.906,48.6453,0.04434,258.373652,0.021098,95.102467
M2:,-124.906,48.6453,0.2075,288.747939,0.098638,124.126902
S2:,-124.906,48.6453,0.050509,316.874139,0.0249,150.651553
O1:,-124.909,48.6493,0.097744,143.837852,0.044667,340.981321
P1:,-124.909,48.6493,0.059328,167.18648,0.028857,5.539195
Q1:,-124.909,48.6493,0.016703,137.305674,0.007457,337.926802
K1:,-124.909,48.6493,0.190217,170.631857,0.092429,9.245195
K2:,-124.909,48.6493,0.008583,277.083997,0.006199,111.486858
N2:,-124.909,48.6493,0.043716,259.589463,0.020123,95.22444
M2:,-124.909,48.6493,0.204369,289.940204,0.094296,124.075546
S2:,-124.909,48.6493,0.049661,318.006924,0.023979,150.610394
O1:,-124.913,48.6533,0.094669,145.408386,0.041739,338.695731
P1:,-124.913,48.6533,0.057544,168.646952,0.027099,3.024195
Q1:,-124.913,48.6533,0.016121,139.064545,0.006985,335.621274
K1:,-124.913,48.6533,0.184448,172.110236,0.086808,6.745285
K2:,-124.913,48.6533,0.008712,278.891613,0.005969,116.367139
N2:,-124.913,48.6533,0.042897,260.903127,0.019031,94.89265
M2:,-124.913,48.6533,0.200373,291.198541,0.089425,123.618356
S2:,-124.913,48.6533,0.048755,319.18118,0.022928,150.428438
O1:,-124.916,48.6572,0.091872,146.921622,0.038215,335.293001
P1:,-124.916,48.6572,0.056092,170.244299,0.024804,359.66696
Q1:,-124.916,48.6572,0.01554,140.741665,0.006398,331.801689
K1:,-124.916,48.6572,0.179683,173.705242,0.079528,3.362305
K2:,-124.916,48.6572,0.00862,282.247312,0.005491,117.479938
N2:,-124.916,48.6572,0.041746,262.043874,0.01794,92.920468
M2:,-124.916,48.6572,0.195235,292.31628,0.084451,121.811043
S2:,-124.916,48.6572,0.04767,320.376871,0.02169,149.15171
O1:,-124.92,48.6612,0.089503,148.71738,0.034369,331.083071
P1:,-124.92,48.6612,0.05495,172.225021,0.022279,355.629737
Q1:,-124.92,48.6612,0.01502,142.763575,0.005749,327.044444
K1:,-124.92,48.6612,0.175892,175.688431,0.071522,359.305953
K2:,-124.92,48.6612,0.008486,285.938062,0.004958,118.045189
N2:,-124.92,48.6612,0.040518,263.393742,0.016701,90.508746
M2:,-124.92,48.6612,0.189803,293.651139,0.078727,119.632349
S2:,-124.92,48.6612,0.046506,321.803998,0.020239,147.555891
O1:,-124.923,48.6652,0.086754,150.456431,0.031185,325.94473
P1:,-124.923,48.6652,0.053542,174.017285,0.020196,350.546715
Q1:,-124.923,48.6652,0.014453,144.749,0.005237,321.304559
K1:,-124.923,48.6652,0.171268,177.482982,0.064932,354.208834
K2:,-124.923,48.6652,0.008462,289.493794,0.004477,119.702771
N2:,-124.923,48.6652,0.039382,264.698281,0.015651,87.891765
M2:,-124.923,48.6652,0.184732,294.921263,0.073909,117.250106
S2:,-124.923,48.6652,0.045449,323.141498,0.019014,145.882509
O1:,-124.926,48.6691,0.084753,149.299773,0.029416,322.976119
P1:,-124.926,48.6691,0.052964,173.117489,0.018963,347.689465
Q1:,-124.926,48.6691,0.014053,143.72287,0.004941,318.259159
K1:,-124.926,48.6691,0.169601,176.760176,0.060702,351.352027
K2:,-124.926,48.6691,0.008394,292.696372,0.004039,119.035927
N2:,-124.926,48.6691,0.038407,265.757018,0.014788,85.808108
M2:,-124.926,48.6691,0.180304,295.945896,0.069895,115.231417
S2:,-124.926,48.6691,0.044461,324.290976,0.017911,144.174789
O1:,-124.93,48.6731,0.084071,146.182281,0.028584,322.157251
P1:,-124.93,48.6731,0.053421,170.50948,0.01835,347.169465
Q1:,-124.93,48.6731,0.013892,140.658518,0.00477,317.687432
K1:,-124.93,48.6731,0.171354,174.442605,0.058259,350.855209
K2:,-124.93,48.6731,0.008293,296.037375,0.003582,115.610662
N2:,-124.93,48.6731,0.037778,266.660843,0.014026,84.708831
M2:,-124.93,48.6731,0.177451,296.806755,0.066327,114.065627
S2:,-124.93,48.6731,0.043803,325.351011,0.016854,142.931312
O1:,-124.933,48.6771,0.083686,143.5115,0.029189,321.979927
P1:,-124.933,48.6771,0.053815,168.05066,0.018894,347.151877
Q1:,-124.933,48.6771,0.013792,138.053958,0.004861,317.75656
K1:,-124.933,48.6771,0.172738,172.198311,0.059742,350.908227
K2:,-124.933,48.6771,0.008428,298.961813,0.003181,114.67121
N2:,-124.933,48.6771,0.037951,267.160873,0.013732,85.597597
M2:,-124.933,48.6771,0.17822,297.204991,0.065109,114.802671
S2:,-124.933,48.6771,0.044088,325.922192,0.016394,143.644475
O1:,-124.936,48.6811,0.083587,142.489634,0.031347,321.139988
P1:,-124.936,48.6811,0.05391,167.402,0.020398,346.923501
Q1:,-124.936,48.6811,0.013735,137.140969,0.005159,316.501847
K1:,-124.936,48.6811,0.172888,171.581318,0.064704,350.857443
K2:,-124.936,48.6811,0.008108,300.237431,0.003081,111.659649
N2:,-124.936,48.6811,0.0375,266.911682,0.014359,86.339489
M2:,-124.936,48.6811,0.176364,296.945852,0.068052,115.767991
S2:,-124.936,48.6811,0.043638,325.805327,0.016983,144.48314
O1:,-124.94,48.685,0.084244,142.427156,0.034007,320.340343
P1:,-124.94,48.685,0.054283,167.795563,0.022233,346.942431
Q1:,-124.94,48.685,0.013793,137.236634,0.005509,315.002665
K1:,-124.94,48.685,0.173802,171.916298,0.07093,351.083782
K2:,-124.94,48.685,0.007575,301.222356,0.003079,106.811863
N2:,-124.94,48.685,0.036973,266.394455,0.01529,87.266408
M2:,-124.94,48.685,0.174318,296.45951,0.072345,117.053029
S2:,-124.94,48.685,0.043095,325.472264,0.017896,145.581053
O1:,-124.943,48.689,0.084623,141.880354,0.033828,319.90777
P1:,-124.943,48.689,0.054514,167.651878,0.022098,346.773956
Q1:,-124.943,48.689,0.013818,136.771739,0.005458,314.395321
K1:,-124.943,48.689,0.174606,171.771359,0.07069,350.98558
K2:,-124.943,48.689,0.007225,298.753676,0.002947,104.993297
N2:,-124.943,48.689,0.036646,264.930361,0.015004,86.472081
M2:,-124.943,48.689,0.173194,295.044331,0.071016,116.431278
S2:,-124.943,48.689,0.042828,324.128611,0.017529,144.983671
O1:,-124.946,48.693,0.085291,141.174672,0.031566,319.767354
P1:,-124.946,48.693,0.054947,167.33054,0.020548,346.660637
Q1:,-124.946,48.693,0.013895,136.112321,0.0051,314.380701
K1:,-124.946,48.693,0.176281,171.479994,0.065832,350.875219
K2:,-124.946,48.693,0.007033,293.839836,0.002686,104.403345
N2:,-124.946,48.693,0.036627,262.86788,0.013824,84.539455
M2:,-124.946,48.693,0.173507,293.048078,0.065535,114.585025
S2:,-124.946,48.693,0.042944,322.162254,0.016199,143.280564
