Tidal Current Constituents,,,,,,
Columns,,,,,,
Constituent,Longitude,Latitude,U Amplitude (m),U Phase (deg GMT),V Amplitude (m),V Phase (deg GMT)
P1:,-124.85341,48.58667,0.058422,155.413338,0.036516,358.656671
Q1:,-124.85341,48.58667,0.015261,129.33504,0.010145,322.428926
K1:,-124.85341,48.58667,0.189467,159.044342,0.116099,2.54167
K2:,-124.85341,48.58667,0.017968,311.119465,0.003033,27.929263
N2:,-124.85341,48.58667,0.050986,252.932698,0.023084,89.961565
M2:,-124.85341,48.58667,0.243515,282.661024,0.107355,120.863267
S2:,-124.85341,48.58667,0.06363,312.360307,0.024836,150.727429
O1:,-124.85675,48.590645,0.090513,133.807742,0.062527,331.58522
P1:,-124.85675,48.590645,0.05917,155.248065,0.037441,0.245402
Q1:,-124.85675,48.590645,0.01559,128.833863,0.010304,324.654017
K1:,-124.85675,48.590645,0.191779,158.871345,0.119036,4.138287
K2:,-124.85675,48.590645,0.017156,309.063904,0.003062,40.954973
N2:,-124.85675,48.590645,0.051235,253.171898,0.023449,91.764396
M2:,-124.85675,48.590645,0.244119,282.962631,0.108995,122.450769
S2:,-124.85675,48.590645,0.063361,312.481456,0.025396,151.79106
O1:,-124.86009,48.59462,0.092524,133.631764,0.063465,333.58601
P1:,-124.86009,48.59462,0.059918,155.086916,0.038393,1.756424
Q1:,-124.86009,48.59462,0.01592,128.353444,0.010478,326.808348
K1:,-124.86009,48.59462,0.194092,158.702469,0.122061,5.656895
K2:,-124.86009,48.59462,0.016369,306.807478,0.003243,53.124387
N2:,-124.86009,48.59462,0.051485,253.408782,0.023837,93.51027
M2:,-124.86009,48.59462,0.24473,283.262741,0.110717,123.990051
S2:,-124.86009,48.59462,0.063093,312.603635,0.025964,152.80845
O1:,-124.863434,48.5986,0.094538,133.463086,0.06448,335.528572
P1:,-124.863434,48.5986,0.060667,154.92956,0.039372,3.195058
Q1:,-124.863434,48.5986,0.016252,127.892043,0.010667,328.891966
K1:,-124.863434,48.5986,0.196409,158.537381,0.125172,7.102812
K2:,-124.863434,48.5986,0.015609,304.324093,0.003552,63.610609
N2:,-124.863434,48.5986,0.051736,253.643659,0.024247,95.200776
M2:,-124.863434,48.5986,0.245349,283.561708,0.112518,125.482932
S2:,-124.863434,48.5986,0.062825,312.726999,0.026541,153.783085
O1:,-124.866776,48.602573,0.096551,133.301339,0.065565,337.40655
P1:,-124.866776,48.602573,0.061415,154.776028,0.040374,4.561652
Q1:,-124.866776,48.602573,0.016584,127.449386,0.010869,330.8981
K1:,-124.866776,48.602573,0.198726,158.376162,0.128355,8.476354
K2:,-124.866776,48.602573,0.014882,301.597025,0.003958,72.16703
N2:,-124.866776,48.602573,0.051987,253.876058,0.024676,96.832242
M2:,-124.866776,48.602573,0.245974,283.858895,0.11439,126.926663
S2:,-124.866776,48.602573,0.062558,312.851435,0.027125,154.715524
O1:,-124.87012,48.60655,0.098518,132.999302,0.066883,339.048072
P1:,-124.87012,48.60655,0.062101,154.493537,0.041437,5.687303
Q1:,-124.87012,48.60655,0.016916,126.875619,0.011115,332.643967
K1:,-124.87012,48.60655,0.20082,158.086143,0.131718,9.597293
K2:,-124.87012,48.60655,0.014097,298.838403,0.00443,77.537194
N2:,-124.87012,48.60655,0.052119,254.048693,0.025136,98.162138
M2:,-124.87012,48.60655,0.246116,284.105251,0.116394,128.125406
S2:,-124.87012,48.60655,0.062155,312.955566,0.027698,155.413146
O1:,-124.87346,48.610523,0.099796,132.904298,0.067099,340.012385
P1:,-124.87346,48.610523,0.062448,154.530241,0.041711,6.350355
Q1:,-124.87346,48.610523,0.017129,126.585434,0.01116,333.725315
K1:,-124.87346,48.610523,0.201765,158.102746,0.13263,10.238407
K2:,-124.87346,48.610523,0.013211,297.059309,0.004719,79.538144
N2:,-124.87346,48.610523,0.051762,254.124276,0.025373,98.624591
M2:,-124.87346,48.610523,0.244187,284.272648,0.117415,128.557848
S2:,-124.87346,48.610523,0.06132,313.117886,0.027973,155.625131
O1:,-124.87681,48.6145,0.100605,133.946434,0.065063,341.242768
P1:,-124.87681,48.6145,0.062556,155.786879,0.040564,7.376782
Q1:,-124.87681,48.6145,0.01729,127.49688,0.010826,335.363648
K1:,-124.87681,48.6145,0.201965,159.30306,0.12918,11.244801
K2:,-124.87681,48.6145,0.012305,294.027403,0.005158,83.717198
N2:,-124.87681,48.6145,0.050814,254.049562,0.025356,97.730545
M2:,-124.87681,48.6145,0.23956,284.259194,0.117428,127.607911
S2:,-124.87681,48.6145,0.059899,313.047524,0.028156,154.566725
O1:,-124.88015,48.618473,0.101444,134.969098,0.063062,342.548078
P1:,-124.88015,48.618473,0.062693,157.035577,0.039432,8.458777
Q1:,-124.88015,48.618473,0.017455,128.389018,0.010503,337.099689
K1:,-124.88015,48.618473,0.202252,160.497541,0.125779,12.302247
K2:,-124.88015,48.618473,0.011439,290.532281,0.005618,87.221609
N2:,-124.88015,48.618473,0.049866,253.971844,0.025346,96.835836
M2:,-124.88015,48.618473,0.23494,284.244966,0.117476,126.658935
S2:,-124.88015,48.618473,0.058481,312.973768,0.028348,153.523096
O1:,-124.88349,48.622448,0.102315,135.974796,0.061095,343.938199
P1:,-124.88349,48.622448,0.062859,158.278425,0.038315,9.604158
Q1:,-124.88349,48.622448,0.017624,129.264362,0.010189,338.944397
K1:,-124.88349,48.622448,0.202625,161.688294,0.122422,13.417927
K2:,-124.88349,48.622448,0.010623,286.481872,0.006096,90.186998
N2:,-124.88349,48.622448,0.048918,253.891013,0.025342,95.940024
M2:,-124.88349,48.622448,0.230318,284.230093,0.117556,125.710398
S2:,-124.88349,48.622448,0.057063,312.896292,0.02855,152.49329
O1:,-124.88683,48.62642,0.103217,136.963024,0.059168,345.419769
P1:,-124.88683,48.62642,0.063056,159.513844,0.037215,10.817978
Q1:,-124.88683,48.62642,0.017796,130.122765,0.009887,340.903747
K1:,-124.88683,48.62642,0.203086,162.873908,0.119116,14.596238
K2:,-124.88683,48.62642,0.009869,281.787435,0.006588,92.713893
N2:,-124.88683,48.62642,0.047971,253.807147,0.025344,95.045034
M2:,-124.88683,48.62642,0.225698,284.214725,0.117668,124.764295
S2:,-124.88683,48.62642,0.055645,312.81495,0.02876,151.479095
O1:,-124.890175,48.630394,0.104003,138.026784,0.057031,346.74784
P1:,-124.890175,48.630394,0.063249,160.870394,0.035979,11.940316
Q1:,-124.890175,48.630394,0.017944,131.031643,0.009557,342.735609
K1:,-124.890175,48.630394,0.203474,164.193369,0.115321,15.663766
K2:,-124.890175,48.630394,0.009214,276.891506,0.006979,94.461062
N2:,-124.890175,48.630394,0.047025,253.934495,0.025098,94.324163
M2:,-124.890175,48.630394,0.221034,284.397349,0.11661,123.964466
S2:,-124.890175,48.630394,0.05423,312.910754,0.028672,150.612096
O1:,-124.89352,48.63437,0.103576,139.160139,0.054474,346.662786
P1:,-124.89352,48.63437,0.062895,162.234734,0.03449,11.759197
Q1:,-124.89352,48.63437,0.017854,132.098217,0.009143,342.995463
K1:,-124.89352,48.63437,0.202085,165.560501,0.110572,15.435245
K2:,-124.89352,48.63437,0.008857,274.751538,0.006964,96.331038
N2:,-124.89352,48.63437,0.046191,254.732187,0.024253,94.149302
M2:,-124.89352,48.63437,0.216867,285.196762,0.11279,123.657251
S2:,-124.89352,48.63437,0.053039,313.611074,0.027885,150.260205
O1:,-124.89686,48.63834,0.101975,140.20483,0.051973,345.230416
P1:,-124.89686,48.63834,0.061912,163.346217,0.033041,10.182148
Q1:,-124.89686,48.63834,0.017539,133.248819,0.008715,341.679293
K1:,-124.89686,48.63834,0.198807,166.697887,0.105911,13.855831
K2:,-124.89686,48.63834,0.008752,275.418992,0.006718,99.651009
N2:,-124.89686,48.63834,0.045509,255.880912,0.023243,94.272459
M2:,-124.89686,48.63834,0.213468,286.315787,0.108288,123.645087
S2:,-124.89686,48.63834,0.052132,314.65776,0.026932,150.252751
O1:,-124.9002,48.642315,0.100407,141.283047,0.049506,343.651519
P1:,-124.9002,48.642315,0.060953,164.493744,0.031619,8.458932
Q1:,-124.9002,48.642315,0.017231,134.441571,0.008291,340.225074
K1:,-124.9002,48.642315,0.195605,167.873604,0.101335,12.129431
K2:,-124.9002,48.642315,0.008648,276.103786,0.006497,103.212625
N2:,-124.9002,48.642315,0.044845,257.065107,0.022232,94.406273
M2:,-124.9002,48.642315,0.210149,287.471564,0.103781,123.631234
S2:,-124.9002,48.642315,0.051242,315.742157,0.025977,150.244232
O1:,-124.90354,48.646286,0.098878,142.394582,0.047081,341.910892
P1:,-124.90354,48.646286,0.060019,165.676943,0.030228,6.577793
Q1:,-124.90354,48.646286,0.016932,135.676629,0.007873,338.617802
K1:,-124.90354,48.646286,0.192492,169.087354,0.096862,10.244231
K2:,-124.90354,48.646286,0.008546,276.804153,0.006302,107.007788
N2:,-124.90354,48.646286,0.044202,258.283514,0.021222,94.553278
M2:,-124.90354,48.646286,0.206921,288.663107,0.099278,123.616654
S2:,-124.90354,48.646286,0.050372,316.86362,0.025023,150.235493
O1:,-124.90688,48.65026,0.097385,143.540984,0.044704,339.981322
P1:,-124.90688,48.65026,0.059111,166.897416,0.028873,4.515674
Q1:,-124.90688,48.65026,0.01664,136.955989,0.007462,336.830136
K1:,-124.90688,48.65026,0.189465,170.340874,0.092502,8.176885
K2:,-124.90688,48.65026,0.008444,277.522211,0.006136,111.027891
N2:,-124.90688,48.65026,0.043578,259.537989,0.020212,94.714629
M2:,-124.90688,48.65026,0.203783,289.892504,0.094772,123.600271
S2:,-124.90688,48.65026,0.049521,318.024711,0.024069,150.225727
O1:,-124.91023,48.654232,0.095577,145.421571,0.042676,339.229384
P1:,-124.91023,48.654232,0.058117,168.778535,0.02757,3.843188
Q1:,-124.91023,48.654232,0.01626,139.144625,0.007097,335.855622
K1:,-124.91023,48.654232,0.186269,172.241235,0.08835,7.555689
K2:,-124.91023,48.654232,0.008648,277.413016,0.006096,114.807436
N2:,-124.91023,48.654232,0.042921,260.553396,0.019311,94.165999
M2:,-124.91023,48.654232,0.200698,290.861693,0.090773,123.073127
S2:,-124.91023,48.654232,0.048811,318.839494,0.023227,149.86477
O1:,-124.913574,48.658203,0.089697,146.799892,0.038714,334.258695
P1:,-124.913574,48.658203,0.054717,169.754758,0.025178,358.272384
Q1:,-124.913574,48.658203,0.015186,140.597812,0.006533,330.738506
K1:,-124.913574,48.658203,0.175301,173.206929,0.080748,1.949259
K2:,-124.913574,48.658203,0.008848,282.576621,0.005532,120.300372
N2:,-124.913574,48.658203,0.041685,261.971607,0.018171,92.728466
M2:,-124.913574,48.658203,0.1948,292.191491,0.085695,121.558348
S2:,-124.913574,48.658203,0.047661,320.213413,0.022044,149.167289
O1:,-124.916916,48.662174,0.087048,148.521194,0.035217,330.053886
P1:,-124.916916,48.662174,0.053364,171.581004,0.022903,354.129075
Q1:,-124.916916,48.662174,0.014627,142.530551,0.005954,326.067129
K1:,-124.916916,48.662174,0.170847,175.032925,0.073542,357.78578
K2:,-124.916916,48.662174,0.008765,286.023887,0.00504,121.672367
N2:,-124.916916,48.662174,0.040509,263.234098,0.017042,90.440471
M2:,-124.916916,48.662174,0.189563,293.429855,0.080516,119.475732
S2:,-124.916916,48.662174,0.046552,321.528556,0.020735,147.696615
O1:,-124.92026,48.666145,0.084483,150.349108,0.03195,324.956627
P1:,-124.92026,48.666145,0.052069,173.500729,0.020773,349.105121
Q1:,-124.92026,48.666145,0.014086,144.614587,0.005422,320.435707
K1:,-124.92026,48.666145,0.166577,176.955182,0.066804,352.75141
K2:,-124.92026,48.666145,0.008715,289.524334,0.004551,123.338279
N2:,-124.92026,48.666145,0.039354,264.571627,0.015944,87.832337
M2:,-124.92026,48.666145,0.18442,294.738207,0.075457,117.110172
S2:,-124.92026,48.666145,0.045469,322.907408,0.019441,146.028676
O1:,-124.9236,48.670116,0.082793,148.305185,0.030376,322.763905
P1:,-124.9236,48.670116,0.051819,171.828399,0.019644,347.057054
Q1:,-124.9236,48.670116,0.013746,142.671541,0.005146,318.332337
K1:,-124.9236,48.670116,0.166032,175.521808,0.062797,350.701431
K2:,-124.9236,48.670116,0.008605,292.681022,0.004094,122.038549
N2:,-124.9236,48.670116,0.038374,265.599648,0.015061,85.926139
M2:,-124.9236,48.670116,0.179961,295.736103,0.071332,115.222223
S2:,-124.9236,48.670116,0.044445,324.053909,0.018284,144.328069
O1:,-124.92694,48.674088,0.081636,144.837864,0.029321,321.70949
P1:,-124.92694,48.674088,0.052025,168.937847,0.01882,346.168362
Q1:,-124.92694,48.674088,0.013511,139.224837,0.004945,317.603191
K1:,-124.92694,48.674088,0.166997,172.957064,0.0596,349.795938
K2:,-124.92694,48.674088,0.008489,295.794009,0.003655,119.155126
N2:,-124.92694,48.674088,0.037458,266.545838,0.014255,84.174463
M2:,-124.92694,48.674088,0.175748,296.650998,0.067551,113.399103
S2:,-124.92694,48.674088,0.043449,325.151018,0.017185,142.476208
O1:,-124.93029,48.67806,0.081432,142.023746,0.029585,321.415638
P1:,-124.93029,48.67806,0.052575,166.465771,0.019094,346.095289
Q1:,-124.93029,48.67806,0.013438,136.474648,0.004971,317.535397
K1:,-124.93029,48.67806,0.168869,170.721058,0.060175,349.779346
K2:,-124.93029,48.67806,0.008569,298.777034,0.003234,117.793282
N2:,-124.93029,48.67806,0.03747,267.150419,0.013847,84.614031
M2:,-124.93029,48.67806,0.175798,297.167171,0.065761,113.708592
S2:,-124.93029,48.67806,0.043543,325.849878,0.016579,142.736588
O1:,-124.93363,48.68203,0.081634,141.729305,0.032302,320.452141
P1:,-124.93363,48.68203,0.052672,166.615361,0.020949,345.990128
Q1:,-124.93363,48.68203,0.013426,136.320071,0.005339,315.881605
K1:,-124.93363,48.68203,0.168924,170.823962,0.066425,349.908935
K2:,-124.93363,48.68203,0.008059,299.47438,0.003225,113.886552
N2:,-124.93363,48.68203,0.036838,266.618619,0.0148,85.463427
M2:,-124.93363,48.68203,0.173228,296.661489,0.070153,114.924435
S2:,-124.93363,48.68203,0.04288,325.483865,0.017531,143.749025
O1:,-124.93697,48.686,0.081843,141.502157,0.035087,319.61891
P1:,-124.93697,48.686,0.052755,166.834667,0.022841,345.89677
Q1:,-124.93697,48.686,0.013414,136.233444,0.005718,314.400434
K1:,-124.93697,48.686,0.168923,170.989974,0.072811,350.014495
K2:,-124.93697,48.686,0.007532,300.197577,0.003243,109.922756
N2:,-124.93697,48.686,0.036186,266.037408,0.015792,86.204106
M2:,-124.93697,48.686,0.170571,296.113604,0.074733,116.002719
S2:,-124.93697,48.686,0.04219,325.078216,0.018528,144.659389
O1:,-124.940315,48.689972,0.082359,141.094179,0.03563,319.15635
P1:,-124.940315,48.689972,0.053059,166.856456,0.023208,345.821436
Q1:,-124.940315,48.689972,0.013458,135.929707,0.005768,313.640938
K1:,-124.940315,48.689972,0.16987,170.994225,0.07422,350.040397
K2:,-124.940315,48.689972,0.007135,298.59876,0.003138,107.439933
N2:,-124.940315,48.689972,0.035828,264.786779,0.015812,85.889106
M2:,-124.940315,48.689972,0.169305,294.909863,0.07482,115.894473
S2:,-124.940315,48.689972,0.041875,323.971533,0.018481,144.520452
O1:,-124.94366,48.69394,0.083297,140.451164,0.033133,319.050832
P1:,-124.94366,48.69394,0.05366,166.615294,0.02151,345.747085
Q1:,-124.94366,48.69394,0.013577,135.340025,0.00537,313.658436
K1:,-124.94366,48.69394,0.172097,170.783263,0.068893,349.969973
K2:,-124.94366,48.69394,0.006951,293.548592,0.002851,106.828984
N2:,-124.94366,48.69394,0.0359,262.659763,0.014528,84.03324
M2:,-124.94366,48.69394,0.170062,292.850917,0.068845,114.121064
S2:,-124.94366,48.69394,0.0421,321.946765,0.017027,142.885124
