Tidal;Elevation;Prediction;(Time;in;GMT);;
0.9639;-125.913;49.154;2006;280;22;0;0
0.2284;-125.913;49.154;2006;280;23;0;0
-0.5867;-125.913;49.154;2006;281;0;0;0
-1.2864;-125.913;49.154;2006;281;1;0;0
-1.7037;-125.913;49.154;2006;281;2;0;0
-1.7407;-125.913;49.154;2006;281;3;0;0
-1.393;-125.913;49.154;2006;281;4;0;0
-0.7506;-125.913;49.154;2006;281;5;0;0
0.0259;-125.913;49.154;2006;281;6;0;0
0.7452;-125.913;49.154;2006;281;7;0;0
1.2345;-125.913;49.154;2006;281;8;0;0
1.3824;-125.913;49.154;2006;281;9;0;0
1.1667;-125.913;49.154;2006;281;10;0;0
0.6587;-125.913;49.154;2006;281;11;0;0
0.0042;-125.913;49.154;2006;281;12;0;0
-0.6145;-125.913;49.154;2006;281;13;0;0
-1.0267;-125.913;49.154;2006;281;14;0;0
-1.1167;-125.913;49.154;2006;281;15;0;0
-0.8547;-125.913;49.154;2006;281;16;0;0
-0.3042;-125.913;49.154;2006;281;17;0;0
0.3935;-125.913;49.154;2006;281;18;0;0
1.0556;-125.913;49.154;2006;281;19;0;0
1.5044;-125.913;49.154;2006;281;20;0;0
1.6126;-125.913;49.154;2006;281;21;0;0
1.3369;-125.913;49.154;2006;281;22;0;0
0.7291;-125.913;49.154;2006;281;23;0;0
-0.0759;-125.913;49.154;2006;282;0;0;0
-0.8932;-125.913;49.154;2006;282;1;0;0
-1.5337;-125.913;49.154;2006;282;2;0;0
-1.851;-125.913;49.154;2006;282;3;0;0
-1.7773;-125.913;49.154;2006;282;4;0;0
-1.339;-125.913;49.154;2006;282;5;0;0
-0.6496;-125.913;49.154;2006;282;6;0;0
0.1199;-125.913;49.154;2006;282;7;0;0
0.7843;-125.913;49.154;2006;282;8;0;0
1.1908;-125.913;49.154;2006;282;9;0;0
1.2565;-125.913;49.154;2006;282;10;0;0
0.988;-125.913;49.154;2006;282;11;0;0
0.4779;-125.913;49.154;2006;282;12;0;0
-0.1204;-125.913;49.154;2006;282;13;0;0
-0.6339;-125.913;49.154;2006;282;14;0;0
-0.9145;-125.913;49.154;2006;282;15;0;0
-0.8782;-125.913;49.154;2006;282;16;0;0
-0.5268;-125.913;49.154;2006;282;17;0;0
0.0524;-125.913;49.154;2006;282;18;0;0
0.7092;-125.913;49.154;2006;282;19;0;0
1.2684;-125.913;49.154;2006;282;20;0;0
1.575;-125.913;49.154;2006;282;21;0;0
1.5344;-125.913;49.154;2006;282;22;0;0
1.1363;-125.913;49.154;2006;282;23;0;0
0.4586;-125.913;49.154;2006;283;0;0;0
-0.3512;-125.913;49.154;2006;283;1;0;0
-1.1128;-125.913;49.154;2006;283;2;0;0
-1.6566;-125.913;49.154;2006;283;3;0;0
-1.8653;-125.913;49.154;2006;283;4;0;0
-1.702;-125.913;49.154;2006;283;5;0;0
-1.2173;-125.913;49.154;2006;283;6;0;0
-0.536;-125.913;49.154;2006;283;7;0;0
0.1755;-125.913;49.154;2006;283;8;0;0
0.7511;-125.913;49.154;2006;283;9;0;0
1.0662;-125.913;49.154;2006;283;10;0;0
1.0674;-125.913;49.154;2006;283;11;0;0
0.7838;-125.913;49.154;2006;283;12;0;0
0.3173;-125.913;49.154;2006;283;13;0;0
-0.1855;-125.913;49.154;2006;283;14;0;0
-0.5726;-125.913;49.154;2006;283;15;0;0
-0.7265;-125.913;49.154;2006;283;16;0;0
-0.5949;-125.913;49.154;2006;283;17;0;0
-0.204;-125.913;49.154;2006;283;18;0;0
0.3479;-125.913;49.154;2006;283;19;0;0
0.916;-125.913;49.154;2006;283;20;0;0
1.3457;-125.913;49.154;2006;283;21;0;0
1.513;-125.913;49.154;2006;283;22;0;0
1.3555;-125.913;49.154;2006;283;23;0;0
0.8896;-125.913;49.154;2006;284;0;0;0
0.2065;-125.913;49.154;2006;284;1;0;0
-0.5493;-125.913;49.154;2006;284;2;0;0
-1.2151;-125.913;49.154;2006;284;3;0;0
-1.6496;-125.913;49.154;2006;284;4;0;0
-1.766;-125.913;49.154;2006;284;5;0;0
-1.5522;-125.913;49.154;2006;284;6;0;0
-1.0718;-125.913;49.154;2006;284;7;0;0
-0.4466;-125.913;49.154;2006;284;8;0;0
0.1744;-125.913;49.154;2006;284;9;0;0
0.6521;-125.913;49.154;2006;284;10;0;0
0.8912;-125.913;49.154;2006;284;11;0;0
0.8619;-125.913;49.154;2006;284;12;0;0
0.6049;-125.913;49.154;2006;284;13;0;0
0.2179;-125.913;49.154;2006;284;14;0;0
-0.1711;-125.913;49.154;2006;284;15;0;0
-0.4383;-125.913;49.154;2006;284;16;0;0
-0.4969;-125.913;49.154;2006;284;17;0;0
-0.3194;-125.913;49.154;2006;284;18;0;0
0.0554;-125.913;49.154;2006;284;19;0;0
0.5325;-125.913;49.154;2006;284;20;0;0
0.9848;-125.913;49.154;2006;284;21;0;0
1.2864;-125.913;49.154;2006;284;22;0;0
1.3441;-125.913;49.154;2006;284;23;0;0
1.1217;-125.913;49.154;2006;285;0;0;0
0.6499;-125.913;49.154;2006;285;1;0;0
0.0189;-125.913;49.154;2006;285;2;0;0
-0.6425;-125.913;49.154;2006;285;3;0;0
-1.198;-125.913;49.154;2006;285;4;0;0
-1.5358;-125.913;49.154;2006;285;5;0;0
-1.5944;-125.913;49.154;2006;285;6;0;0
-1.3756;-125.913;49.154;2006;285;7;0;0
-0.9425;-125.913;49.154;2006;285;8;0;0
-0.4023;-125.913;49.154;2006;285;9;0;0
0.1209;-125.913;49.154;2006;285;10;0;0
0.516;-125.913;49.154;2006;285;11;0;0
0.7115;-125.913;49.154;2006;285;12;0;0
0.6908;-125.913;49.154;2006;285;13;0;0
0.493;-125.913;49.154;2006;285;14;0;0
0.2008;-125.913;49.154;2006;285;15;0;0
-0.0828;-125.913;49.154;2006;285;16;0;0
-0.2625;-125.913;49.154;2006;285;17;0;0
-0.2751;-125.913;49.154;2006;285;18;0;0
-0.1066;-125.913;49.154;2006;285;19;0;0
0.2054;-125.913;49.154;2006;285;20;0;0
0.5808;-125.913;49.154;2006;285;21;0;0
0.9177;-125.913;49.154;2006;285;22;0;0
1.1188;-125.913;49.154;2006;285;23;0;0
1.1158;-125.913;49.154;2006;286;0;0;0
0.887;-125.913;49.154;2006;286;1;0;0
0.4636;-125.913;49.154;2006;286;2;0;0
-0.0772;-125.913;49.154;2006;286;3;0;0
-0.6304;-125.913;49.154;2006;286;4;0;0
-1.087;-125.913;49.154;2006;286;5;0;0
-1.3594;-125.913;49.154;2006;286;6;0;0
-1.4009;-125.913;49.154;2006;286;7;0;0
-1.2152;-125.913;49.154;2006;286;8;0;0
-0.8536;-125.913;49.154;2006;286;9;0;0
-0.402;-125.913;49.154;2006;286;10;0;0
0.0407;-125.913;49.154;2006;286;11;0;0
0.3861;-125.913;49.154;2006;286;12;0;0
0.5758;-125.913;49.154;2006;286;13;0;0
0.5941;-125.913;49.154;2006;286;14;0;0
0.4685;-125.913;49.154;2006;286;15;0;0
0.2607;-125.913;49.154;2006;286;16;0;0
0.0491;-125.913;49.154;2006;286;17;0;0
-0.0924;-125.913;49.154;2006;286;18;0;0
-0.1131;-125.913;49.154;2006;286;19;0;0
0.0009;-125.913;49.154;2006;286;20;0;0
0.2243;-125.913;49.154;2006;286;21;0;0
0.4983;-125.913;49.154;2006;286;22;0;0
0.7465;-125.913;49.154;2006;286;23;0;0
0.8935;-125.913;49.154;2006;287;0;0;0
0.8845;-125.913;49.154;2006;287;1;0;0
0.6995;-125.913;49.154;2006;287;2;0;0
0.3587;-125.913;49.154;2006;287;3;0;0
-0.0809;-125.913;49.154;2006;287;4;0;0
-0.5384;-125.913;49.154;2006;287;5;0;0
-0.9267;-125.913;49.154;2006;287;6;0;0
-1.1722;-125.913;49.154;2006;287;7;0;0
-1.231;-125.913;49.154;2006;287;8;0;0
-1.098;-125.913;49.154;2006;287;9;0;0
-0.8074;-125.913;49.154;2006;287;10;0;0
-0.4236;-125.913;49.154;2006;287;11;0;0
-0.0265;-125.913;49.154;2006;287;12;0;0
0.3073;-125.913;49.154;2006;287;13;0;0
0.5211;-125.913;49.154;2006;287;14;0;0
0.5899;-125.913;49.154;2006;287;15;0;0
0.5245;-125.913;49.154;2006;287;16;0;0
0.3667;-125.913;49.154;2006;287;17;0;0
0.1776;-125.913;49.154;2006;287;18;0;0
0.0212;-125.913;49.154;2006;287;19;0;0
-0.0517;-125.913;49.154;2006;287;20;0;0
-0.0162;-125.913;49.154;2006;287;21;0;0
0.1201;-125.913;49.154;2006;287;22;0;0
0.3198;-125.913;49.154;2006;287;23;0;0
0.5243;-125.913;49.154;2006;288;0;0;0
0.6695;-125.913;49.154;2006;288;1;0;0
0.7012;-125.913;49.154;2006;288;2;0;0
0.5898;-125.913;49.154;2006;288;3;0;0
0.3386;-125.913;49.154;2006;288;4;0;0
-0.0156;-125.913;49.154;2006;288;5;0;0
-0.4097;-125.913;49.154;2006;288;6;0;0
-0.768;-125.913;49.154;2006;288;7;0;0
-1.0192;-125.913;49.154;2006;288;8;0;0
-1.1122;-125.913;49.154;2006;288;9;0;0
-1.0281;-125.913;49.154;2006;288;10;0;0
-0.7842;-125.913;49.154;2006;288;11;0;0
-0.4309;-125.913;49.154;2006;288;12;0;0
-0.0396;-125.913;49.154;2006;288;13;0;0
0.3129;-125.913;49.154;2006;288;14;0;0
0.5617;-125.913;49.154;2006;288;15;0;0
0.6683;-125.913;49.154;2006;288;16;0;0
0.6281;-125.913;49.154;2006;288;17;0;0
0.4707;-125.913;49.154;2006;288;18;0;0
0.2516;-125.913;49.154;2006;288;19;0;0
0.0377;-125.913;49.154;2006;288;20;0;0
-0.1094;-125.913;49.154;2006;288;21;0;0
-0.1488;-125.913;49.154;2006;288;22;0;0
-0.0711;-125.913;49.154;2006;288;23;0;0
0.0997;-125.913;49.154;2006;289;0;0;0
0.3121;-125.913;49.154;2006;289;1;0;0
0.4996;-125.913;49.154;2006;289;2;0;0
0.5984;-125.913;49.154;2006;289;3;0;0
0.5638;-125.913;49.154;2006;289;4;0;0
0.3826;-125.913;49.154;2006;289;5;0;0
0.0785;-125.913;49.154;2006;289;6;0;0
-0.2925;-125.913;49.154;2006;289;7;0;0
-0.654;-125.913;49.154;2006;289;8;0;0
-0.9269;-125.913;49.154;2006;289;9;0;0
-1.0482;-125.913;49.154;2006;289;10;0;0
-0.9864;-125.913;49.154;2006;289;11;0;0
-0.7498;-125.913;49.154;2006;289;12;0;0
-0.3855;-125.913;49.154;2006;289;13;0;0
0.0313;-125.913;49.154;2006;289;14;0;0
0.4139;-125.913;49.154;2006;289;15;0;0
0.6849;-125.913;49.154;2006;289;16;0;0
0.7939;-125.913;49.154;2006;289;17;0;0
0.7292;-125.913;49.154;2006;289;18;0;0
0.5202;-125.913;49.154;2006;289;19;0;0
0.2297;-125.913;49.154;2006;289;20;0;0
-0.0619;-125.913;49.154;2006;289;21;0;0
-0.2772;-125.913;49.154;2006;289;22;0;0
-0.3612;-125.913;49.154;2006;289;23;0;0
-0.295;-125.913;49.154;2006;290;0;0;0
-0.1009;-125.913;49.154;2006;290;1;0;0
0.1629;-125.913;49.154;2006;290;2;0;0
0.4175;-125.913;49.154;2006;290;3;0;0
0.5839;-125.913;49.154;2006;290;4;0;0
0.6033;-125.913;49.154;2006;290;5;0;0
0.4536;-125.913;49.154;2006;290;6;0;0
0.1566;-125.913;49.154;2006;290;7;0;0
-0.2263;-125.913;49.154;2006;290;8;0;0
-0.6079;-125.913;49.154;2006;290;9;0;0
-0.8966;-125.913;49.154;2006;290;10;0;0
-1.019;-125.913;49.154;2006;290;11;0;0
-0.9388;-125.913;49.154;2006;290;12;0;0
-0.6666;-125.913;49.154;2006;290;13;0;0
-0.2589;-125.913;49.154;2006;290;14;0;0
0.1954;-125.913;49.154;2006;290;15;0;0
0.5954;-125.913;49.154;2006;290;16;0;0
0.8531;-125.913;49.154;2006;290;17;0;0
0.9147;-125.913;49.154;2006;290;18;0;0
0.7737;-125.913;49.154;2006;290;19;0;0
0.4725;-125.913;49.154;2006;290;20;0;0
0.0918;-125.913;49.154;2006;290;21;0;0
-0.2699;-125.913;49.154;2006;290;22;0;0
-0.5211;-125.913;49.154;2006;290;23;0;0
-0.6005;-125.913;49.154;2006;291;0;0;0
-0.4921;-125.913;49.154;2006;291;1;0;0
-0.2304;-125.913;49.154;2006;291;2;0;0
0.1095;-125.913;49.154;2006;291;3;0;0
0.4308;-125.913;49.154;2006;291;4;0;0
0.6403;-125.913;49.154;2006;291;5;0;0
0.6729;-125.913;49.154;2006;291;6;0;0
0.5093;-125.913;49.154;2006;291;7;0;0
0.1822;-125.913;49.154;2006;291;8;0;0
-0.2313;-125.913;49.154;2006;291;9;0;0
-0.6282;-125.913;49.154;2006;291;10;0;0
-0.9061;-125.913;49.154;2006;291;11;0;0
-0.9888;-125.913;49.154;2006;291;12;0;0
-0.8469;-125.913;49.154;2006;291;13;0;0
-0.5063;-125.913;49.154;2006;291;14;0;0
-0.0427;-125.913;49.154;2006;291;15;0;0
0.4366;-125.913;49.154;2006;291;16;0;0
0.8187;-125.913;49.154;2006;291;17;0;0
1.0134;-125.913;49.154;2006;291;18;0;0
0.976;-125.913;49.154;2006;291;19;0;0
0.7184;-125.913;49.154;2006;291;20;0;0
0.3067;-125.913;49.154;2006;291;21;0;0
-0.1557;-125.913;49.154;2006;291;22;0;0
-0.5537;-125.913;49.154;2006;291;23;0;0
-0.7901;-125.913;49.154;2006;292;0;0;0
-0.8096;-125.913;49.154;2006;292;1;0;0
-0.6133;-125.913;49.154;2006;292;2;0;0
-0.2582;-125.913;49.154;2006;292;3;0;0
0.1578;-125.913;49.154;2006;292;4;0;0
0.5212;-125.913;49.154;2006;292;5;0;0
0.7322;-125.913;49.154;2006;292;6;0;0
0.7314;-125.913;49.154;2006;292;7;0;0
0.5152;-125.913;49.154;2006;292;8;0;0
0.1377;-125.913;49.154;2006;292;9;0;0
-0.3032;-125.913;49.154;2006;292;10;0;0
-0.6901;-125.913;49.154;2006;292;11;0;0
-0.9171;-125.913;49.154;2006;292;12;0;0
-0.9175;-125.913;49.154;2006;292;13;0;0
-0.6814;-125.913;49.154;2006;292;14;0;0
-0.2599;-125.913;49.154;2006;292;15;0;0
0.2474;-125.913;49.154;2006;292;16;0;0
0.7167;-125.913;49.154;2006;292;17;0;0
1.0314;-125.913;49.154;2006;292;18;0;0
1.1117;-125.913;49.154;2006;292;19;0;0
0.9351;-125.913;49.154;2006;292;20;0;0
0.5427;-125.913;49.154;2006;292;21;0;0
0.0292;-125.913;49.154;2006;292;22;0;0
-0.4806;-125.913;49.154;2006;292;23;0;0
-0.8637;-125.913;49.154;2006;293;0;0;0
-1.0291;-125.913;49.154;2006;293;1;0;0
-0.9419;-125.913;49.154;2006;293;2;0;0
-0.6308;-125.913;49.154;2006;293;3;0;0
-0.1812;-125.913;49.154;2006;293;4;0;0
0.2872;-125.913;49.154;2006;293;5;0;0
0.6516;-125.913;49.154;2006;293;6;0;0
0.8177;-125.913;49.154;2006;293;7;0;0
0.7443;-125.913;49.154;2006;293;8;0;0
0.4543;-125.913;49.154;2006;293;9;0;0
0.0284;-125.913;49.154;2006;293;10;0;0
-0.4156;-125.913;49.154;2006;293;11;0;0
-0.7538;-125.913;49.154;2006;293;12;0;0
-0.8884;-125.913;49.154;2006;293;13;0;0
-0.7744;-125.913;49.154;2006;293;14;0;0
-0.4319;-125.913;49.154;2006;293;15;0;0
0.0584;-125.913;49.154;2006;293;16;0;0
0.5746;-125.913;49.154;2006;293;17;0;0
0.9848;-125.913;49.154;2006;293;18;0;0
1.1809;-125.913;49.154;2006;293;19;0;0
1.1066;-125.913;49.154;2006;293;20;0;0
0.7725;-125.913;49.154;2006;293;21;0;0
0.254;-125.913;49.154;2006;293;22;0;0
-0.3273;-125.913;49.154;2006;293;23;0;0
-0.8335;-125.913;49.154;2006;294;0;0;0
-1.1456;-125.913;49.154;2006;294;1;0;0
-1.193;-125.913;49.154;2006;294;2;0;0
-0.9716;-125.913;49.154;2006;294;3;0;0
-0.5438;-125.913;49.154;2006;294;4;0;0
-0.0225;-125.913;49.154;2006;294;5;0;0
0.4583;-125.913;49.154;2006;294;6;0;0
0.778;-125.913;49.154;2006;294;7;0;0
0.8605;-125.913;49.154;2006;294;8;0;0
0.6936;-125.913;49.154;2006;294;9;0;0
0.3316;-125.913;49.154;2006;294;10;0;0
-0.1193;-125.913;49.154;2006;294;11;0;0
-0.5287;-125.913;49.154;2006;294;12;0;0
-0.7775;-125.913;49.154;2006;294;13;0;0
-0.7885;-125.913;49.154;2006;294;14;0;0
-0.5485;-125.913;49.154;2006;294;15;0;0
-0.1118;-125.913;49.154;2006;294;16;0;0
0.4127;-125.913;49.154;2006;294;17;0;0
0.8892;-125.913;49.154;2006;294;18;0;0
1.1897;-125.913;49.154;2006;294;19;0;0
1.2277;-125.913;49.154;2006;294;20;0;0
0.9809;-125.913;49.154;2006;294;21;0;0
0.4978;-125.913;49.154;2006;294;22;0;0
-0.1135;-125.913;49.154;2006;294;23;0;0
-0.7122;-125.913;49.154;2006;295;0;0;0
-1.1596;-125.913;49.154;2006;295;1;0;0
-1.3543;-125.913;49.154;2006;295;2;0;0
-1.2567;-125.913;49.154;2006;295;3;0;0
-0.8993;-125.913;49.154;2006;295;4;0;0
-0.3771;-125.913;49.154;2006;295;5;0;0
0.1767;-125.913;49.154;2006;295;6;0;0
0.6251;-125.913;49.154;2006;295;7;0;0
0.8624;-125.913;49.154;2006;295;8;0;0
0.8409;-125.913;49.154;2006;295;9;0;0
0.5825;-125.913;49.154;2006;295;10;0;0
0.1717;-125.913;49.154;2006;295;11;0;0
-0.2667;-125.913;49.154;2006;295;12;0;0
-0.6016;-125.913;49.154;2006;295;13;0;0
-0.7304;-125.913;49.154;2006;295;14;0;0
-0.6066;-125.913;49.154;2006;295;15;0;0
-0.253;-125.913;49.154;2006;295;16;0;0
0.2437;-125.913;49.154;2006;295;17;0;0
0.7545;-125.913;49.154;2006;295;18;0;0
1.1415;-125.913;49.154;2006;295;19;0;0
1.2936;-125.913;49.154;2006;295;20;0;0
1.1562;-125.913;49.154;2006;295;21;0;0
0.7458;-125.913;49.154;2006;295;22;0;0
0.1471;-125.913;49.154;2006;295;23;0;0
-0.5071;-125.913;49.154;2006;296;0;0;0
-1.069;-125.913;49.154;2006;296;1;0;0
-1.4123;-125.913;49.154;2006;296;2;0;0
-1.4636;-125.913;49.154;2006;296;3;0;0
-1.22;-125.913;49.154;2006;296;4;0;0
-0.7494;-125.913;49.154;2006;296;5;0;0
-0.1722;-125.913;49.154;2006;296;6;0;0
0.3694;-125.913;49.154;2006;296;7;0;0
0.7481;-125.913;49.154;2006;296;8;0;0
0.8831;-125.913;49.154;2006;296;9;0;0
0.76;-125.913;49.154;2006;296;10;0;0
0.4335;-125.913;49.154;2006;296;11;0;0
0.0113;-125.913;49.154;2006;296;12;0;0
-0.375;-125.913;49.154;2006;296;13;0;0
-0.6051;-125.913;49.154;2006;296;14;0;0
-0.6029;-125.913;49.154;2006;296;15;0;0
-0.3567;-125.913;49.154;2006;296;16;0;0
0.0767;-125.913;49.154;2006;296;17;0;0
0.586;-125.913;49.154;2006;296;18;0;0
1.0343;-125.913;49.154;2006;296;19;0;0
1.2943;-125.913;49.154;2006;296;20;0;0
1.2819;-125.913;49.154;2006;296;21;0;0
0.9789;-125.913;49.154;2006;296;22;0;0
0.4387;-125.913;49.154;2006;296;23;0;0
-0.2257;-125.913;49.154;2006;297;0;0;0
-0.8688;-125.913;49.154;2006;297;1;0;0
-1.3492;-125.913;49.154;2006;297;2;0;0
-1.5634;-125.913;49.154;2006;297;3;0;0
-1.4713;-125.913;49.154;2006;297;4;0;0
-1.1056;-125.913;49.154;2006;297;5;0;0
-0.5621;-125.913;49.154;2006;297;6;0;0
0.0249;-125.913;49.154;2006;297;7;0;0
0.5166;-125.913;49.154;2006;297;8;0;0
0.8053;-125.913;49.154;2006;297;9;0;0
0.8401;-125.913;49.154;2006;297;10;0;0
0.6388;-125.913;49.154;2006;297;11;0;0
0.2812;-125.913;49.154;2006;297;12;0;0
-0.1129;-125.913;49.154;2006;297;13;0;0
-0.417;-125.913;49.154;2006;297;14;0;0
-0.5314;-125.913;49.154;2006;297;15;0;0
-0.4106;-125.913;49.154;2006;297;16;0;0
-0.0755;-125.913;49.154;2006;297;17;0;0
0.3909;-125.913;49.154;2006;297;18;0;0
0.865;-125.913;49.154;2006;297;19;0;0
1.2143;-125.913;49.154;2006;297;20;0;0
1.3323;-125.913;49.154;2006;297;21;0;0
1.1664;-125.913;49.154;2006;297;22;0;0
0.7328;-125.913;49.154;2006;297;23;0;0
0.1137;-125.913;49.154;2006;298;0;0;0
-0.5618;-125.913;49.154;2006;298;1;0;0
-1.149;-125.913;49.154;2006;298;2;0;0
-1.523;-125.913;49.154;2006;298;3;0;0
-1.6084;-125.913;49.154;2006;298;4;0;0
-1.3976;-125.913;49.154;2006;298;5;0;0
-0.9509;-125.913;49.154;2006;298;6;0;0
-0.3808;-125.913;49.154;2006;298;7;0;0
0.1769;-125.913;49.154;2006;298;8;0;0
0.5973;-125.913;49.154;2006;298;9;0;0
0.797;-125.913;49.154;2006;298;10;0;0
0.754;-125.913;49.154;2006;298;11;0;0
0.5106;-125.913;49.154;2006;298;12;0;0
0.161;-125.913;49.154;2006;298;13;0;0
-0.1754;-125.913;49.154;2006;298;14;0;0
-0.3865;-125.913;49.154;2006;298;15;0;0
-0.3974;-125.913;49.154;2006;298;16;0;0
-0.1912;-125.913;49.154;2006;298;17;0;0
0.1865;-125.913;49.154;2006;298;18;0;0
0.6387;-125.913;49.154;2006;298;19;0;0
1.0418;-125.913;49.154;2006;298;20;0;0
1.2781;-125.913;49.154;2006;298;21;0;0
1.2661;-125.913;49.154;2006;298;22;0;0
0.9828;-125.913;49.154;2006;298;23;0;0
0.4705;-125.913;49.154;2006;299;0;0;0
-0.1717;-125.913;49.154;2006;299;1;0;0
-0.8121;-125.913;49.154;2006;299;2;0;0
-1.3173;-125.913;49.154;2006;299;3;0;0
-1.5845;-125.913;49.154;2006;299;4;0;0
-1.5654;-125.913;49.154;2006;299;5;0;0
-1.2771;-125.913;49.154;2006;299;6;0;0
-0.7964;-125.913;49.154;2006;299;7;0;0
-0.2399;-125.913;49.154;2006;299;8;0;0
0.2654;-125.913;49.154;2006;299;9;0;0
0.6136;-125.913;49.154;2006;299;10;0;0
0.7449;-125.913;49.154;2006;299;11;0;0
0.6585;-125.913;49.154;2006;299;12;0;0
0.4107;-125.913;49.154;2006;299;13;0;0
0.0978;-125.913;49.154;2006;299;14;0;0
-0.1704;-125.913;49.154;2006;299;15;0;0
-0.3007;-125.913;49.154;2006;299;16;0;0
-0.2412;-125.913;49.154;2006;299;17;0;0
0.0045;-125.913;49.154;2006;299;18;0;0
0.3778;-125.913;49.154;2006;299;19;0;0
0.7802;-125.913;49.154;2006;299;20;0;0
1.0984;-125.913;49.154;2006;299;21;0;0
1.2338;-125.913;49.154;2006;299;22;0;0
1.1284;-125.913;49.154;2006;299;23;0;0
0.7805;-125.913;49.154;2006;300;0;0;0
0.2468;-125.913;49.154;2006;300;1;0;0
-0.3706;-125.913;49.154;2006;300;2;0;0
-0.9479;-125.913;49.154;2006;300;3;0;0
-1.3687;-125.913;49.154;2006;300;4;0;0
-1.5513;-125.913;49.154;2006;300;5;0;0
-1.4675;-125.913;49.154;2006;300;6;0;0
-1.1481;-125.913;49.154;2006;300;7;0;0
-0.6739;-125.913;49.154;2006;300;8;0;0
-0.1553;-125.913;49.154;2006;300;9;0;0
0.295;-125.913;49.154;2006;300;10;0;0
0.5892;-125.913;49.154;2006;300;11;0;0
0.684;-125.913;49.154;2006;300;12;0;0
0.5898;-125.913;49.154;2006;300;13;0;0
0.3648;-125.913;49.154;2006;300;14;0;0
0.0982;-125.913;49.154;2006;300;15;0;0
-0.1145;-125.913;49.154;2006;300;16;0;0
-0.197;-125.913;49.154;2006;300;17;0;0
-0.1127;-125.913;49.154;2006;300;18;0;0
0.1255;-125.913;49.154;2006;300;19;0;0
0.4589;-125.913;49.154;2006;300;20;0;0
0.797;-125.913;49.154;2006;300;21;0;0
1.0418;-125.913;49.154;2006;300;22;0;0
1.1123;-125.913;49.154;2006;300;23;0;0
0.966;-125.913;49.154;2006;301;0;0;0
0.611;-125.913;49.154;2006;301;1;0;0
0.1048;-125.913;49.154;2006;301;2;0;0
-0.4577;-125.913;49.154;2006;301;3;0;0
-0.9665;-125.913;49.154;2006;301;4;0;0
-1.3219;-125.913;49.154;2006;301;5;0;0
-1.4568;-125.913;49.154;2006;301;6;0;0
-1.3525;-125.913;49.154;2006;301;7;0;0
-1.0411;-125.913;49.154;2006;301;8;0;0
-0.5975;-125.913;49.154;2006;301;9;0;0
-0.1204;-125.913;49.154;2006;301;10;0;0
0.291;-125.913;49.154;2006;301;11;0;0
0.5607;-125.913;49.154;2006;301;12;0;0
0.6522;-125.913;49.154;2006;301;13;0;0
0.5752;-125.913;49.154;2006;301;14;0;0
0.3811;-125.913;49.154;2006;301;15;0;0
0.1474;-125.913;49.154;2006;301;16;0;0
-0.0427;-125.913;49.154;2006;301;17;0;0
-0.1229;-125.913;49.154;2006;301;18;0;0
-0.0606;-125.913;49.154;2006;301;19;0;0
0.1344;-125.913;49.154;2006;301;20;0;0
0.4123;-125.913;49.154;2006;301;21;0;0
0.6963;-125.913;49.154;2006;301;22;0;0
0.9017;-125.913;49.154;2006;301;23;0;0
0.958;-125.913;49.154;2006;302;0;0;0
0.827;-125.913;49.154;2006;302;1;0;0
0.5137;-125.913;49.154;2006;302;2;0;0
0.0664;-125.913;49.154;2006;302;3;0;0
-0.4336;-125.913;49.154;2006;302;4;0;0
-0.8897;-125.913;49.154;2006;302;5;0;0
-1.2127;-125.913;49.154;2006;302;6;0;0
-1.3402;-125.913;49.154;2006;302;7;0;0
-1.2512;-125.913;49.154;2006;302;8;0;0
-0.97;-125.913;49.154;2006;302;9;0;0
-0.5602;-125.913;49.154;2006;302;10;0;0
-0.1095;-125.913;49.154;2006;302;11;0;0
0.2909;-125.913;49.154;2006;302;12;0;0
0.5668;-125.913;49.154;2006;302;13;0;0
0.6778;-125.913;49.154;2006;302;14;0;0
0.6245;-125.913;49.154;2006;302;15;0;0
0.447;-125.913;49.154;2006;302;16;0;0
0.2131;-125.913;49.154;2006;302;17;0;0
0.0005;-125.913;49.154;2006;302;18;0;0
-0.1236;-125.913;49.154;2006;302;19;0;0
-0.1191;-125.913;49.154;2006;302;20;0;0
0.0164;-125.913;49.154;2006;302;21;0;0
0.2473;-125.913;49.154;2006;302;22;0;0
0.5086;-125.913;49.154;2006;302;23;0;0
0.7225;-125.913;49.154;2006;303;0;0;0
0.8178;-125.913;49.154;2006;303;1;0;0
0.7488;-125.913;49.154;2006;303;2;0;0
0.5075;-125.913;49.154;2006;303;3;0;0
0.1272;-125.913;49.154;2006;303;4;0;0
-0.3236;-125.913;49.154;2006;303;5;0;0
-0.7565;-125.913;49.154;2006;303;6;0;0
-1.083;-125.913;49.154;2006;303;7;0;0
-1.2348;-125.913;49.154;2006;303;8;0;0
-1.1798;-125.913;49.154;2006;303;9;0;0
-0.9297;-125.913;49.154;2006;303;10;0;0
-0.5375;-125.913;49.154;2006;303;11;0;0
-0.0857;-125.913;49.154;2006;303;12;0;0
0.3328;-125.913;49.154;2006;303;13;0;0
0.6361;-125.913;49.154;2006;303;14;0;0
0.7712;-125.913;49.154;2006;303;15;0;0
0.7264;-125.913;49.154;2006;303;16;0;0
0.5322;-125.913;49.154;2006;303;17;0;0
0.2537;-125.913;49.154;2006;303;18;0;0
-0.0267;-125.913;49.154;2006;303;19;0;0
